name,all_reviews,popular_tags,genre,original_price,discount_price
Quake III Arena,"Overwhelmingly Positive,(1,225),- 95% of the 1,225 user reviews for this game are positive.","FPS,Classic,Action,Arena Shooter,Multiplayer,Shooter,Masterpiece,Competitive,1990's,First-Person,Gore,Fast-Paced,Difficult,Sci-fi,Singleplayer,Moddable,e-sports,Old School,Atmospheric,Female Protagonist",Action,$14.99,
Knights of Pen and Paper +1 Edition,"Very Positive,(1,465),- 84% of the 1,465 user reviews for this game are positive.","RPG,Turn-Based,Indie,Pixel Graphics,Fantasy,Singleplayer,Casual,Retro,Comedy,Parody,Adventure,Funny,2D,Touch-Friendly,Great Soundtrack","Indie,RPG",$9.99,$25.16
SOMA,"Overwhelmingly Positive,(14,678),- 95% of the 14,678 user reviews for this game are positive.","Horror,Atmospheric,Story Rich,Sci-fi,Psychological Horror,First-Person,Singleplayer,Survival Horror,Underwater,Adventure,Robots,Stealth,Indie,Walking Simulator,Great Soundtrack,Puzzle,Action,Survival,Gore,Moddable","Action,Adventure,Indie",$29.99,$59.96
Monster Hunter: World Deluxe Edition,,,Action,,$70.48
Power & Revolution + 2019 Edition Bundle,,,"Simulation,Strategy",,$49.98
Rec Room,"Very Positive,(3,782),- 93% of the 3,782 user reviews for this game are positive.","Early Access,VR,Free to Play,Multiplayer,Sports,Early Access,Online Co-Op,Co-op,Massively Multiplayer,Funny,Casual,Action,Adventure,First-Person,Simulation,FPS,Sexual Content,Shooter,Singleplayer,Family Friendly","Action,Adventure,Casual,Free to Play,Massively Multiplayer,Sports,Early Access",Free To Play,
Armello,"Very Positive,(6,511),- 80% of the 6,511 user reviews for this game are positive.","Board Game,Turn-Based Strategy,Multiplayer,Strategy,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,Hex Grid,RPG,Turn-Based,Great Soundtrack,Tactical RPG,Cute,Singleplayer,Multiple Endings,Grand Strategy,Kickstarter,Benchmark","Adventure,Indie,RPG,Strategy",$19.99,$51.94
Thea 2: The Shattering,"Mostly Positive,(416),- 76% of the 416 user reviews for this game are positive.","Strategy,Survival,Turn-Based Strategy,RPG,4X,Crafting,Dark Fantasy,Indie,Fantasy,Card Game,Story Rich,Turn-Based,Online Co-Op,Co-op,Strategy RPG,Rogue-like,Rogue-lite,Nudity,Sexual Content,Tactical","Indie,RPG,Strategy",Demo,$35.98
ATOM RPG: Post-apocalyptic indie game,"Very Positive,(2,351),- 85% of the 2,351 user reviews for this game are positive.","RPG,Post-apocalyptic,Turn-Based Combat,Isometric,Atmospheric,Turn-Based,Open World,CRPG,Survival,Singleplayer,Indie,Classic,Tactical,Sexual Content,Exploration,Violent,Gore,Strategy,Story Rich,Sandbox",RPG,$14.99,
Starcom: Nexus,"Very Positive,(147),- 94% of the 147 user reviews for this game are positive.","Early Access,Action,RPG,Indie,Space,Adventure,Early Access,Sci-fi,Exploration,Open World,Space Sim,Action RPG,Beautiful,Building,Story Rich,Top-Down","Action,Adventure,Indie,RPG,Early Access",$16.99,$14.44
Zoo Tycoon: Ultimate Animal Collection,"Mixed,(279),- 46% of the 279 user reviews for this game are positive.","Simulation,Management,Multiplayer,Sandbox",Simulation,$19.99,
Steel Division: Normandy 44,"Mostly Positive,(3,358),- 71% of the 3,358 user reviews for this game are positive.","World War II,Strategy,RTS,Military,Simulation,Multiplayer,Action,Tactical,War,Wargame,Singleplayer,Real Time Tactics,Historical,Open World,Survival","Action,Simulation,Strategy",$39.99,$74.67
CrossCode,"Very Positive,(5,680),- 94% of the 5,680 user reviews for this game are positive.","Action RPG,Pixel Graphics,Female Protagonist,RPG,Puzzle,Singleplayer,2D,Great Soundtrack,Indie,Retro,Anime,Story Rich,Sci-fi,Adventure,JRPG,Action,Action-Adventure,Difficult,Cyberpunk,Early Access",RPG,CrossCode Demo,$28.48
Pagan Online,"Mixed,(937),- 65% of the 937 user reviews for this game are positive.","Early Access,Hack and Slash,Early Access,Action RPG,RPG,Loot,Co-op,Fantasy,Character Customization,Crafting,Action,Difficult,Top-Down,Fast-Paced,Competitive,Isometric,Multiplayer","Action,RPG,Early Access",$19.99,
DOOM 3,"Very Positive,(2,659),- 87% of the 2,659 user reviews for this game are positive.","Horror,FPS,Action,Sci-fi,Dark,First-Person,Classic,Singleplayer,Shooter,Gore,Demons,Atmospheric,Zombies,Survival Horror,Mars,Futuristic,Moddable,Multiplayer,Masterpiece,Co-op",Action,$4.99,$2.49
FaceRig,"Very Positive,(3,966),- 81% of the 3,966 user reviews for this software are positive.","Animation & Modeling,Funny,Video Production,Comedy,Simulation,Memes,Cute,Singleplayer,Family Friendly,Software,Indie,Masterpiece,Fantasy,3D Vision,Action,Early Access,3D,Epic,Nudity,Beautiful","Animation & Modeling,Video Production",$14.99,
SENRAN KAGURA Burst Re:Newal,"Very Positive,(346),- 85% of the 346 user reviews for this game are positive.","Nudity,Sexual Content,Action,Anime,Female Protagonist,Hack and Slash,Mature,Singleplayer,Beat 'em up,Ninja",Action,$39.99,
Starlink: Battle for Atlas,"Mixed,(48),- 66% of the 48 user reviews for this game are positive.","Action,Adventure,Space,Racing","Action,Adventure",$59.99,$29.99
The Blackout Club,"Very Positive,(442),- 88% of the 442 user reviews for this game are positive.","Early Access,Horror,Multiplayer,Co-op,Early Access,Action,Indie,Psychological Horror,Simulation,First-Person,Stealth","Action,Indie,Simulation,Early Access",$19.99,
Hotline Miami 2: Wrong Number,"Very Positive,(20,450),- 91% of the 20,450 user reviews for this game are positive.","Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,Indie,1980s,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's","Action,Indie",$14.99,$29.97
Bendy and the Ink Machine™,"Very Positive,(1,967),- 83% of the 1,967 user reviews for this game are positive.","Horror,First-Person,Singleplayer,Cartoony,Puzzle,Cartoon,Survival Horror,Dark,Indie,Mystery,Free to Play,Action,Great Soundtrack,Story Rich,Atmospheric,Adventure,Psychological Horror,Funny,Violent,Cute","Action,Indie",$19.99,
Hotline Miami,"Overwhelmingly Positive,(38,402),- 97% of the 38,402 user reviews for this game are positive.","Great Soundtrack,Action,Violent,Indie,Top-Down,1980s,Fast-Paced,Pixel Graphics,Gore,Psychedelic,Retro,Difficult,Singleplayer,Surreal,Shooter,2D,Addictive,Atmospheric,Music,Top-Down Shooter","Action,Indie",$9.99,$29.97
Wargame: Red Dragon,"Very Positive,(7,154),- 86% of the 7,154 user reviews for this game are positive.","Strategy,RTS,Military,Realistic,Wargame,Cold War,Multiplayer,Tactical,Real Time Tactics,War,Naval,Simulation,Alternate History,Action,Masterpiece,Singleplayer,Real-Time,Difficult,Co-op,Adventure",Strategy,$29.99,
QUAKE II,"Very Positive,(1,315),- 92% of the 1,315 user reviews for this game are positive.","FPS,Classic,Action,Shooter,Sci-fi,Great Soundtrack,1990's,Singleplayer,Multiplayer,Gore,First-Person,Retro,Moddable,Fast-Paced,Masterpiece,Old School,Co-op,Arena Shooter,Atmospheric,Horror",Action,$4.99,
This War of Mine,"Very Positive,(42,445),- 94% of the 42,445 user reviews for this game are positive.","Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Indie,Stealth,Adventure,Post-apocalyptic,2D,Side Scroller,Difficult,Point & Click,Open World,2.5D,Platformer,Rogue-like","Adventure,Indie,Simulation",$19.99,$27.17
War of Rights,"Mostly Positive,(1,171),- 73% of the 1,171 user reviews for this game are positive.","Early Access,Historical,War,Multiplayer,Early Access,Simulation,Realistic,Action,FPS,Military,Indie,Strategy,Violent,Gore,Massively Multiplayer,America,Singleplayer,First-Person","Action,Indie,Simulation,Early Access",$29.99,
Battlerite,"Very Positive,(49,284),- 83% of the 49,284 user reviews for this game are positive.","PvP,Multiplayer,Competitive,MOBA,Action,Free to Play,Arena Shooter,Fast-Paced,Team-Based,Fighting,Top-Down,Early Access,Strategy,e-sports,Difficult,Great Soundtrack,RPG,Top-Down Shooter,Hack and Slash,Atmospheric","Action,Free to Play",Free To Play,$78.72
Yakuza Kiwami,"Very Positive,(1,392),- 92% of the 1,392 user reviews for this game are positive.","Action,Story Rich,Beat 'em up,Adventure,RPG,Singleplayer,Open World,Crime,Violent,Great Soundtrack,Sexual Content,Minigames,Drama,Comedy,Atmospheric,Third Person,Anime,Remake,Funny,JRPG","Action,Adventure,RPG",$19.99,
Half-Life 2,"Overwhelmingly Positive,(51,065),- 96% of the 51,065 user reviews for this game are positive.","FPS,Action,Sci-fi,Classic,Singleplayer,Masterpiece,Story Rich,Shooter,First-Person,Adventure,Dystopian,Atmospheric,Zombies,Silent Protagonist,Aliens,Physics,Great Soundtrack,Puzzle,Multiplayer,Horror",Action,$9.99,$65.70
Star Trek™: Bridge Crew,"Mostly Positive,(1,160),- 79% of the 1,160 user reviews for this game are positive.","Simulation,VR,RPG,Sci-fi,Casual,Space,Multiplayer,Co-op","Casual,RPG,Simulation",$39.99,$71.97
Dead by Daylight: Halloween Edition,,,Action,,$21.58
Half-Life,"Overwhelmingly Positive,(22,515),- 95% of the 22,515 user reviews for this game are positive.","FPS,Classic,Action,Sci-fi,Singleplayer,Masterpiece,Shooter,First-Person,1990's,Aliens,Multiplayer,Story Rich,Adventure,Atmospheric,Silent Protagonist,Great Soundtrack,Moddable,Retro,Linear,Difficult",Action,$9.99,$65.70
Night in the Woods,"Very Positive,(6,306),- 94% of the 6,306 user reviews for this game are positive.","Story Rich,Atmospheric,Great Soundtrack,Adventure,Female Protagonist,Indie,Singleplayer,Cute,Colorful,2D,Exploration,Mystery,Funny,Platformer,Drama,Side Scroller,Psychological Horror,Walking Simulator,Kickstarter,Horror",Adventure,$19.99,$35.06
Last Epoch,"Mixed,(328),- 67% of the 328 user reviews for this game are positive.","Early Access,RPG,Hack and Slash,Action RPG,Early Access,Action,Indie,Gore,Violent,Adventure,Loot","Action,Adventure,Indie,RPG,Early Access",$34.99,
IL-2 Sturmovik: Battle of Stalingrad,"Mostly Positive,(1,738),- 71% of the 1,738 user reviews for this game are positive.","Simulation,Flight,World War II,Realistic,Historical,Action,Multiplayer,War,Masterpiece,Singleplayer,TrackIR,VR,Atmospheric,Tanks,Military,First-Person,FPS,Open World,Shooter,Massively Multiplayer","Action,Simulation",$49.99,
Drunkn Bar Fight,"Mostly Positive,(350),- 76% of the 350 user reviews for this game are positive.","Early Access,Action,Early Access,Indie,VR,Funny,Comedy,Multiplayer","Action,Indie,Early Access",$13.99,
Homeworld: Deserts of Kharak,"Mostly Positive,(3,145),- 78% of the 3,145 user reviews for this game are positive.","Strategy,RTS,Sci-fi,Multiplayer,Story Rich,Great Soundtrack,Space,Female Protagonist,Atmospheric,Singleplayer,Action,Futuristic,Co-op,Real-Time,Adventure,First-Person,Horror,Tactical",Strategy,$49.99,$63.73
Darkest Dungeon®: Ancestral Edition,,,"Indie,RPG,Strategy",,$48.55
Yu-Gi-Oh! Legacy of the Duelist,"Very Positive,(2,126),- 82% of the 2,126 user reviews for this game are positive.","Card Game,Anime,Trading Card Game,Multiplayer,Strategy,Simulation,Singleplayer,Fantasy,Action",Simulation,$19.99,
Firewatch,"Very Positive,(35,642),- 85% of the 35,642 user reviews for this game are positive.","Atmospheric,Adventure,Story Rich,Walking Simulator,Mystery,First-Person,Exploration,Singleplayer,Open World,Indie,Great Soundtrack,Short,Comedy,Drama,Funny,Colorful,Mature,Thriller,Horror,Casual","Adventure,Indie",$19.99,
Far Cry® Primal,"Mostly Positive,(10,120),- 76% of the 10,120 user reviews for this game are positive.","Open World,Survival,Action,Adventure,Hunting,First-Person,Singleplayer,Crafting,Exploration,FPS,Stealth,Atmospheric,Shooter,Mature,Sandbox,Action RPG,RPG,Co-op,Strategy,Online Co-Op","Action,Adventure",$49.99,$121.44
FINAL FANTASY VIII,"Very Positive,(4,976),- 88% of the 4,976 user reviews for this game are positive.","JRPG,RPG,Classic,Singleplayer,Great Soundtrack,Turn-Based,Fantasy,Story Rich,Masterpiece,Card Game,Sci-fi,Adventure,Open World,Retro,Romance,Atmospheric,1990's,Action,Epic,Controller",RPG,$11.99,
Subsistence,"Mostly Positive,(3,649),- 70% of the 3,649 user reviews for this game are positive.","Early Access,Survival,Crafting,Multiplayer,Open World,Building,Sandbox,Early Access,Base Building,Action,Singleplayer,Co-op,First-Person,Adventure,FPS,Online Co-Op,Difficult,Nudity,Shooter,Indie","Action,Early Access",$13.99,
狼と香辛料VR/Spice&WolfVR,"Very Positive,(357),- 94% of the 357 user reviews for this game are positive.","Casual,Indie,Anime,VR","Casual,Indie",$24.99,
Pacify,"Very Positive,(1,602),- 86% of the 1,602 user reviews for this game are positive.","Horror,Multiplayer,Survival Horror,Co-op,Action,Thriller,Adventure,Indie,Singleplayer,Casual,Strategy,Psychological Horror,PvP,First-Person,Dark,Gore,Funny,Atmospheric,Puzzle","Action,Adventure,Casual,Indie,Strategy",$4.99,
Total War: NAPOLEON - Definitive Edition,,,Strategy,$24.99,
DEAD OR ALIVE 6,"Mixed,(1,359),- 63% of the 1,359 user reviews for this game are positive.","Fighting,Sexual Content,Action,Female Protagonist,Nudity,Violent,Multiplayer,Competitive,Ninja,Anime,Mature,Singleplayer,Gore,Free to Play,Great Soundtrack,Beat 'em up,Arcade",Action,$59.99,
Batman™: Arkham Origins,"Very Positive,(13,668),- 84% of the 13,668 user reviews for this game are positive.","Batman,Action,Open World,Superhero,Adventure,Third Person,Stealth,Singleplayer,Multiplayer,Fighting,Beat 'em up,Comic Book,Detective,Story Rich,Atmospheric,Action-Adventure,Controller,3D Vision,Sandbox,Masterpiece","Action,Adventure",$19.99,
Final Assault,"Very Positive,(102),- 99% of the 102 user reviews for this game are positive.","Strategy,VR,World War II,RTS",Strategy,$29.99,
Secret World Legends,"Mixed,(6,572),- 67% of the 6,572 user reviews for this game are positive.","MMORPG,Massively Multiplayer,RPG,Lovecraftian,Horror,Story Rich,Illuminati,Conspiracy,Open World,Action,Supernatural,Mythology,Puzzle,Exploration,Adventure,Free to Play,Multiplayer,Zombies,Character Customization,Third Person","Action,Adventure,Free to Play,Massively Multiplayer,RPG",Free To Play,
RUSH,"Very Positive,(69),- 85% of the 69 user reviews for this game are positive.","Action,Sports,Racing,Simulation,VR","Action,Racing,Simulation,Sports",$19.99,$13.99
Valkyria Chronicles 4,"Very Positive,(1,405),- 85% of the 1,405 user reviews for this game are positive.","Strategy,Anime,Turn-Based,RPG,Strategy RPG,War,Singleplayer,Tactical,JRPG,Third Person,Story Rich,Action,Violent,Sexual Content,Tactical RPG,Tanks,Turn-Based Strategy,Female Protagonist,Great Soundtrack","Action,RPG,Strategy",$59.99,
"Warhammer 40,000: Mechanicus","Very Positive,(1,751),- 89% of the 1,751 user reviews for this game are positive.","Warhammer 40K,Strategy,Turn-Based Tactics,Turn-Based,Turn-Based Combat,Games Workshop,Sci-fi,Great Soundtrack,Indie,Tactical,Co-op",Strategy,$29.99,
War for the Overworld,"Very Positive,(3,776),- 84% of the 3,776 user reviews for this game are positive.","Strategy,RTS,God Game,Indie,Fantasy,Base Building,Sandbox,Simulation,Villain Protagonist,Kickstarter,Management,Dungeon Crawler,Funny,Singleplayer,Multiplayer,Dark Comedy,Building,Level Editor,Comedy,Early Access","Indie,Simulation,Strategy",$29.99,$59.35
The Crew™ 2,"Mixed,(5,929),- 55% of the 5,929 user reviews for this game are positive.","Racing,Open World,Driving,Multiplayer,Action,Massively Multiplayer,Flight,Co-op,Singleplayer,Arcade,Simulation,First-Person,Third Person,Online Co-Op,America,Atmospheric,Sports,Adventure,Sandbox,Funny","Action,Massively Multiplayer,Racing",$59.99,
Sid Meier's Civilization IV: Colonization,"Mostly Positive,(327),- 79% of the 327 user reviews for this game are positive.","Strategy,Turn-Based Strategy,Turn-Based,4X,Historical,Singleplayer,Multiplayer,Moddable,Simulation",Strategy,$19.99,$134.95
Assetto Corsa Competizione,"Mostly Positive,(2,417),- 73% of the 2,417 user reviews for this game are positive.","Racing,Simulation,Driving,Sports,VR,Multiplayer,Early Access,Realistic,Singleplayer","Racing,Simulation,Sports",$44.99,
Dungeon Defenders,"Very Positive,(7,017),- 92% of the 7,017 user reviews for this game are positive.","Tower Defense,RPG,Co-op,Strategy,Online Co-Op,Multiplayer,Action,Fantasy,Indie,Third Person,Local Co-Op,Singleplayer,Local Multiplayer,4 Player Local,Split Screen,Action RPG,Loot,Hack and Slash,Addictive,Third-Person Shooter","Action,Indie,RPG,Strategy",$14.99,
Unheard,"Very Positive,(5,461),- 94% of the 5,461 user reviews for this game are positive.","Detective,Puzzle,Mystery,Indie,Story Rich,RPG,Simulation","Indie,RPG,Simulation",$6.99,$4.89
RIFT,"Mostly Positive,(9,233),- 74% of the 9,233 user reviews for this game are positive.","Free to Play,MMORPG,Massively Multiplayer,RPG,Fantasy,Multiplayer,Open World,Adventure,Action,Co-op,Character Customization,PvP,Online Co-Op,Magic,Survival,Crafting,Singleplayer,Strategy,First-Person,FPS","Free to Play,Massively Multiplayer,RPG",Free to Play,
Farming Simulator 17,"Very Positive,(11,267),- 91% of the 11,267 user reviews for this game are positive.","Simulation,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack,Action,Female Protagonist",Simulation,$19.99,
theHunter Classic,"Mixed,(27,014),- 42% of the 27,014 user reviews for this game are positive.","Free to Play,Hunting,Multiplayer,Open World,Simulation,Shooter,Co-op,First-Person,Realistic,Survival,Online Co-Op,Adventure,Sports,FPS,Singleplayer,Action,Stealth,Strategy,Massively Multiplayer,Casual","Action,Adventure,Free to Play,Simulation,Sports",Free to Play,
