name,all_reviews,popular_tags,genre,original_price,discount_price
Duck Season,"Very Positive,(513),- 86% of the 513 user reviews for this game are positive.","VR,Horror,Action,Indie,Adventure,Casual,Psychological Horror,First-Person,Singleplayer,1980s","Action,Adventure,Casual,Indie",$19.99,
Pax Nova,"Mostly Positive,(69),- 73% of the 69 user reviews for this game are positive.","Early Access,Strategy,4X,Turn-Based,Space,Turn-Based Strategy,Early Access,Indie,Hex Grid,Sci-fi,Grand Strategy,Science,Procedural Generation,Artificial Intelligence,Mars,Retro","Indie,Strategy,Early Access",$24.99,
OneShot,"Overwhelmingly Positive,(10,665),- 97% of the 10,665 user reviews for this game are positive.","Story Rich,Pixel Graphics,Great Soundtrack,Atmospheric,Cute,Indie,Choices Matter,Puzzle,Singleplayer,Adventure,Multiple Endings,RPGMaker,2D,RPG,Replay Value,Surreal,Casual,Exploration,Psychological Horror,Anime","Adventure,Casual,Indie",$9.99,$18.87
The Legend of Heroes: Trails in the Sky the 3rd,"Very Positive,(446),- 93% of the 446 user reviews for this game are positive.","JRPG,RPG,Story Rich,Great Soundtrack,Anime,Turn-Based,Singleplayer,Fantasy,Turn-Based Combat",RPG,$29.99,
Sailaway - The Sailing Simulator,"Mostly Positive,(374),- 71% of the 374 user reviews for this game are positive.","Simulation,Indie,Massively Multiplayer,Sailing,Open World,Racing,Multiplayer,Naval,Early Access","Indie,Massively Multiplayer,Simulation",$39.99,$23.99
Insurgency,"Very Positive,(72,114),- 90% of the 72,114 user reviews for this game are positive.","FPS,Realistic,Tactical,Multiplayer,Shooter,Action,Military,Team-Based,Co-op,First-Person,Strategy,War,Online Co-Op,Competitive,Indie,Simulation,PvP,Atmospheric,Singleplayer,Adventure","Action,Indie,Strategy",$29.98,$16.86
Scythe: Digital Edition,"Mostly Positive,(381),- 72% of the 381 user reviews for this game are positive.","Board Game,Strategy,Mechs,Alternate History,4X,Hex Grid,Turn-Based,Multiplayer",Strategy,$19.99,
MU Legend,"Mixed,(2,023),- 45% of the 2,023 user reviews for this game are positive.","Free to Play,MMORPG,Massively Multiplayer,RPG,Hack and Slash,Adventure,Action,Fantasy,Multiplayer,PvP,Action RPG,Dark Fantasy,Loot,PvE,Online Co-Op,Addictive,Sexual Content,Nudity","Action,Adventure,Free to Play,Massively Multiplayer,RPG",Free To Play,
The Messenger,"Overwhelmingly Positive,(1,845),- 95% of the 1,845 user reviews for this game are positive.","Metroidvania,Pixel Graphics,Platformer,Indie,Action,Retro,Great Soundtrack,Ninja,2D,Funny,Singleplayer,Difficult,Adventure,Time Travel","Action,Indie",$19.99,$11.97
Havocado,"Very Positive,(50),- 86% of the 50 user reviews for this game are positive.","Early Access,Action,Indie,Early Access,Multiplayer,Funny,Fighting,Physics","Action,Indie,Early Access",$9.99,
Aseprite,"Overwhelmingly Positive,(1,099),- 98% of the 1,099 user reviews for this software are positive.","Pixel Graphics,Design & Illustration,Animation & Modeling,Game Development,Software","Animation & Modeling,Design & Illustration,Game Development",$14.99,
Draugen,"Mostly Positive,(391),- 79% of the 391 user reviews for this game are positive.","Adventure,Indie,Story Rich,Atmospheric,First-Person,Female Protagonist,Mystery,Walking Simulator,Exploration,Singleplayer,Great Soundtrack,Psychological Horror,Casual,Horror","Adventure,Indie",$19.99,$28.87
Streets of Rogue,"Overwhelmingly Positive,(3,854),- 95% of the 3,854 user reviews for this game are positive.","Early Access,Rogue-like,Pixel Graphics,Rogue-lite,RPG,Multiplayer,Action,Indie,Early Access,Co-op,Funny,Adventure,Stealth,Great Soundtrack,Local Co-Op,2D,Procedural Generation,Online Co-Op,Violent,Gore","Action,Adventure,Indie,RPG,Early Access",$14.99,$17.98
rFactor 2,"Mostly Positive,(950),- 79% of the 950 user reviews for this game are positive.","Racing,Simulation,Realistic,Sports,Driving,Multiplayer,Singleplayer,VR,Moddable","Racing,Simulation,Sports",$31.99,
Pandemic Express - Zombie Escape,"Mixed,(1,094),- 68% of the 1,094 user reviews for this game are positive.","Early Access,Zombies,Action,Early Access,Multiplayer,Massively Multiplayer,Survival,Indie,FPS,First-Person,Shooter,Co-op,Horror,Parkour,Open World,Battle Royale,Funny","Action,Indie,Massively Multiplayer,Early Access",$14.99,
Hypnospace Outlaw,"Very Positive,(444),- 98% of the 444 user reviews for this game are positive.","1990's,Simulation,Point & Click,Alternate History,Retro,Surreal,Indie,Great Soundtrack,Funny",Simulation,$19.99,$26.98
Smile For Me,"Very Positive,(80),- 98% of the 80 user reviews for this game are positive.","Adventure,Indie,Casual,Puzzle,Cute,Psychological Horror","Adventure,Casual,Indie",$12.99,$16.97
Undead Horde,"Very Positive,(176),- 89% of the 176 user reviews for this game are positive.","Action,RPG,Indie,Adventure,Zombies,Villain Protagonist,Singleplayer,Hack and Slash,Action RPG,Fantasy,Loot,Top-Down,Magic,Atmospheric,Exploration,Dark,Replay Value,Funny,Classic,Dark Humor","Action,Adventure,Indie,RPG",$16.99,$118.02
CMS 2018 + Cooking Simulator,,,"Casual,Indie,Simulation,Racing",,$33.98
Rocksmith™,"Very Positive,(383),- 88% of the 383 user reviews for this game are positive.","Music,Simulation,Education,Casual,Rhythm,Singleplayer","Casual,Simulation",$29.99,
Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,"Overwhelmingly Positive,(715),- 95% of the 715 user reviews for this game are positive.","RPG,Faith,Rogue-like,Anime,Adventure,Indie,Female Protagonist,Mystery Dungeon,Singleplayer,Cute,Great Soundtrack,Dungeon Crawler,Fantasy,Nudity","Adventure,Indie,RPG",$52.98,$43.63
Garden of the Sea,"Positive,(34),- 100% of the 34 user reviews for this game are positive.","Early Access,Simulation,Indie,Early Access,Casual,VR","Casual,Indie,Simulation,Early Access",$5.99,
LISA,"Overwhelmingly Positive,(6,933),- 95% of the 6,933 user reviews for this game are positive.","Dark Humor,RPG,Story Rich,Post-apocalyptic,Great Soundtrack,Indie,Choices Matter,Psychological Horror,Pixel Graphics,Dark,RPGMaker,Adventure,Funny,Singleplayer,2D,Atmospheric,Comedy,Side Scroller,Horror,Platformer","Adventure,Indie,RPG",$9.99,
Assassin's Creed® Syndicate,"Mostly Positive,(8,825),- 74% of the 8,825 user reviews for this game are positive.","Assassin,Open World,Action,Stealth,Parkour,Historical,Adventure,Third Person,Singleplayer,Story Rich,Female Protagonist,Atmospheric,Steampunk,Great Soundtrack,Multiplayer,Strategy,Funny,Gore,Illuminati,Co-op","Action,Adventure",$39.99,$98.96
Diesel Brothers: Truck Building Simulator,"Mixed,(331),- 55% of the 331 user reviews for this game are positive.","Building,Simulation,Driving,Multiplayer,Sandbox,First-Person,Realistic,Co-op,Management,Mod,Moddable,Education,Singleplayer,Racing,Physics,Destruction,Funny,Casual,Inventory Management,Atmospheric",Simulation,$39.98,$26.98
Richie's Plank Experience,"Very Positive,(368),- 83% of the 368 user reviews for this game are positive.","Simulation,Indie,VR,Casual,Horror","Casual,Indie,Simulation",$14.99,
Nancy Drew®: Danger by Design,"Mixed,(19),- 63% of the 19 user reviews for this game are positive.","Adventure,Point & Click,Female Protagonist,Mystery,Puzzle",Adventure,$6.99,
Overcooked,"Very Positive,(5,916),- 91% of the 5,916 user reviews for this game are positive.","Local Co-Op,Local Multiplayer,Co-op,Multiplayer,Family Friendly,4 Player Local,Casual,Funny,Co-op Campaign,Indie,Simulation,Action,Singleplayer,Cute,Colorful,Difficult,Great Soundtrack,Split Screen,Adventure,Memes","Action,Casual,Indie,Simulation",$41.98,$69.27
Production Line : Car factory simulation,"Very Positive,(1,491),- 85% of the 1,491 user reviews for this game are positive.","Management,Simulation,Strategy,Economy,Building,Indie,Sandbox,Early Access,Resource Management,Base Building,Singleplayer,Automation,Isometric,2D,Casual,Replay Value,Family Friendly,Realistic,Education,Moddable","Indie,Simulation,Strategy",$24.99,
APB Reloaded,"Mixed,(31,966),- 62% of the 31,966 user reviews for this game are positive.","Free to Play,Open World,Action,Character Customization,Multiplayer,Massively Multiplayer,Shooter,Third-Person Shooter,PvP,Crime,Third Person,Co-op,Racing,Sandbox,FPS,Adventure,Singleplayer,Nudity,Hacking,Anime","Action,Free to Play,Massively Multiplayer",Free to Play,
AdventureQuest 3D,"Mostly Positive,(3,915),- 71% of the 3,915 user reviews for this game are positive.","Early Access,Free to Play,RPG,MMORPG,Massively Multiplayer,Adventure,Multiplayer,Action,Fantasy,Action RPG,Third Person,Early Access,Indie,Open World,Anime,Action-Adventure,3D Vision,Casual,Horror","Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Early Access",Free To Play,
Supreme Commander: Forged Alliance,"Overwhelmingly Positive,(3,141),- 96% of the 3,141 user reviews for this game are positive.","Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Grand Strategy,Masterpiece,Base Building,Co-op,Moddable,Real-Time with Pause,Robots,Competitive,Real-Time,Action,Online Co-Op,Classic,Space,Great Soundtrack,Adventure",Strategy,$12.99,$30.76
Castlevania Anniversary Collection,"Mostly Positive,(115),- 70% of the 115 user reviews for this game are positive.","Action,Adventure,Classic,RPG,Platformer,Retro,2D,Side Scroller,Metroidvania,Great Soundtrack,Vampire,Horror,Simulation,Difficult","Action,Adventure,Racing,RPG,Simulation,Sports",$19.99,
HITMAN™ - Game of The Year Edition,,,"Violent,Action",,$59.11
Mirror,"Overwhelmingly Positive,(21,671),- 96% of the 21,671 user reviews for this game are positive.","Sexual Content,Nudity,Mature,Anime,Match 3,NSFW,Female Protagonist,Visual Novel,RPG,Singleplayer,FPS,Dating Sim,Cute,Story Rich,Puzzle,JRPG,Adventure,Indie,Psychological Horror,Gore","Adventure,Indie,RPG",$1.99,$11.83
Zanki Zero: Last Beginning,"Very Positive,(137),- 80% of the 137 user reviews for this game are positive.","RPG,Dungeon Crawler,Anime,JRPG,Visual Novel,Survival,Grid-Based Movement,Psychological Horror,Post-apocalyptic,Survival Horror,Story Rich,Nudity,Horror,Turn-Based,Action,Singleplayer",RPG,$59.99,
Victoria II,"Very Positive,(4,488),- 88% of the 4,488 user reviews for this game are positive.","Grand Strategy,Strategy,Historical,Politics,Simulation,Real-Time with Pause,Economy,Military,World War I,Sandbox,Singleplayer,War,RTS,Multiplayer,Moddable,Alternate History,Management,Diplomacy,Great Soundtrack,Education",Strategy,$19.99,$59.29
Ultimate Epic Battle Simulator,"Mixed,(4,056),- 66% of the 4,056 user reviews for this game are positive.","Simulation,Sandbox,War,Strategy,Action,Funny,Violent,Medieval,Gore,Early Access,Singleplayer,Indie,Fantasy,Zombies,Adventure,Open World,Survival,Memes,Atmospheric,Third Person","Action,Adventure,Indie,Simulation,Strategy",$14.99,
Hollow Knight & Soundtracks,,,"Action,Adventure,Indie",,$23.97
Psychonauts,"Overwhelmingly Positive,(4,708),- 96% of the 4,708 user reviews for this game are positive.","Platformer,Comedy,Adventure,Cult Classic,Singleplayer,Action,Third Person,Funny,3D Platformer,Classic,Psychological,Story Rich,Masterpiece,Exploration,Surreal,Cartoony,Great Soundtrack,Action-Adventure,3D,Indie",Action,$9.99,$121.48
Totally Accurate Battlegrounds,"Mostly Positive,(3,696),- 72% of the 3,696 user reviews for this game are positive.","Multiplayer,Battle Royale,Funny,FPS,Memes,Action,Shooter,Physics,Indie,Parody,Survival,First-Person,Co-op,PvP,Open World,Free to Play,Casual,Massively Multiplayer,Strategy,Difficult","Action,Indie",$4.99,
GameMaker Studio 2 Desktop,"Mostly Positive,(360),- 75% of the 360 user reviews for this software are positive.","Game Development,Utilities,Animation & Modeling,Education,Design & Illustration,Web Publishing,Software Training","Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Web Publishing,Game Development",$99.99,
South Park™: The Fractured But Whole™,"Mixed,(6,555),- 69% of the 6,555 user reviews for this game are positive.","RPG,Comedy,Dark Humor,Funny,Superhero,Singleplayer,Mature,Memes,Cartoon,Turn-Based,Adventure,Nudity,Story Rich,Satire,Open World,Action,Sexual Content,2D,Illuminati,Atmospheric",RPG,$59.99,$80.98
Call of Duty® 4: Modern Warfare®,"Very Positive,(7,518),- 90% of the 7,518 user reviews for this game are positive.","FPS,Action,Multiplayer,Shooter,First-Person,Classic,Singleplayer,Military,War,Masterpiece,PvP,Linear,Great Soundtrack,Modern,Story Rich,Atmospheric,Co-op,Moddable,Competitive,Controller",Action,1.020,$906.48
Witch It,"Very Positive,(2,365),- 90% of the 2,365 user reviews for this game are positive.","Early Access,Multiplayer,Funny,Casual,Early Access,Action,Indie,Hidden Object,Survival,Stealth,Strategy,Fantasy,First-Person,Team-Based,Online Co-Op,Family Friendly,Atmospheric,Co-op,Open World,Pixel Graphics","Action,Casual,Indie,Early Access",$14.99,
Shop Heroes,"Mixed,(2,867),- 69% of the 2,867 user reviews for this game are positive.","Free to Play,Simulation,Casual,Crafting,Strategy,RPG,Massively Multiplayer,Building,Management,Multiplayer,Fantasy,Singleplayer,Clicker,Loot,Co-op,2D,MMORPG,Action RPG,Action","Casual,Free to Play,Massively Multiplayer,RPG,Simulation,Strategy",Free To Play,
Volcanoids,"Mostly Positive,(389),- 75% of the 389 user reviews for this game are positive.","Early Access,Survival,Steampunk,Base Building,Action,Crafting,First-Person,Building,Indie,Open World,Robots,Early Access,Adventure,Underground,Simulation,Singleplayer,FPS,Shooter","Action,Simulation,Early Access",$19.99,
Knight Online,"Mixed,(7,958),- 46% of the 7,958 user reviews for this game are positive.","Free to Play,MMORPG,Massively Multiplayer,Action,Adventure,PvP,Open World,RPG,Multiplayer,Action-Adventure,War,Strategy,Survival,Action RPG,Casual,Character Customization,Fantasy,Anime,Horror,MOBA","Action,Adventure,Free to Play,Massively Multiplayer,RPG",Free to Play,
"Warhammer 40,000: Dawn of War III","Mixed,(7,964),- 45% of the 7,964 user reviews for this game are positive.","Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Games Workshop,Action,MOBA,Gore,Singleplayer,War,Base Building,Atmospheric,Tactical,Co-op,Great Soundtrack,Story Rich,Classic,Violent,Casual","Action,Simulation,Strategy",$39.99,
XERA: Survival,"Mixed,(585),- 66% of the 585 user reviews for this game are positive.","Early Access,Survival,Action,Open World,Early Access,Massively Multiplayer,FPS,Shooter,Multiplayer,Indie,Adventure,PvP,First-Person,Violent,Simulation,Strategy,Third-Person Shooter,Fast-Paced,Co-op,PvE","Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy,Early Access",$19.99,
Tales of Berseria™,"Very Positive,(6,288),- 93% of the 6,288 user reviews for this game are positive.","Anime,JRPG,RPG,Female Protagonist,Story Rich,Fantasy,Action,Action RPG,Singleplayer,Open World,Adventure,Great Soundtrack,Hack and Slash,Cute,Sexual Content,Nudity,Local Co-Op,Multiplayer,Mature,Co-op","Action,RPG",$49.99,
Cliff Empire,"Very Positive,(759),- 90% of the 759 user reviews for this game are positive.","Early Access,City Builder,Simulation,Strategy,Indie,Early Access,Management,Sci-fi,Post-apocalyptic,Singleplayer","Indie,Simulation,Strategy,Early Access",$8.99,
What Remains of Edith Finch,"Overwhelmingly Positive,(10,571),- 95% of the 10,571 user reviews for this game are positive.","Story Rich,Atmospheric,Walking Simulator,Adventure,First-Person,Exploration,Mystery,Great Soundtrack,Female Protagonist,Singleplayer,Indie,Short,Narration,Dark,Drama,Horror,Visual Novel,Puzzle,Psychological Horror,Lovecraftian","Adventure,Indie",$19.99,$23.98
Sid Meier's Civilization®: Beyond Earth™,"Mixed,(10,520),- 53% of the 10,520 user reviews for this game are positive.","Strategy,Turn-Based Strategy,Sci-fi,Space,4X,Turn-Based,Multiplayer,Singleplayer,Futuristic,Aliens,Tactical,Hex Grid,Grand Strategy,Replay Value,Exploration,Masterpiece,Atmospheric,Adventure,Moddable,Simulation",Strategy,$39.99,$134.95
Homeworld Remastered Collection,"Very Positive,(5,348),- 86% of the 5,348 user reviews for this game are positive.","Space,Strategy,RTS,Sci-fi,Classic,Great Soundtrack,Story Rich,Remake,Atmospheric,Multiplayer,Simulation,Tactical,Singleplayer,Moddable,Masterpiece,Epic,Action,4X,Adventure,Female Protagonist","Simulation,Strategy",$34.99,$63.73
Magicka,"Very Positive,(13,288),- 90% of the 13,288 user reviews for this game are positive.","Comedy,Co-op,Action,Fantasy,Online Co-Op,Multiplayer,RPG,Magic,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Masterpiece,Team-Based,Action RPG,Arcade","Action,RPG",$9.99,$2.49
SUNLESS SKIES,"Mostly Positive,(535),- 78% of the 535 user reviews for this game are positive.","Steampunk,Lovecraftian,RPG,Exploration,Story Rich,Singleplayer,Indie,Top-Down,Survival,Adventure,Atmospheric,Rogue-like,Trains,Kickstarter,Crowdfunded,Sequel,Dark,Great Soundtrack,2D,Alternate History","Adventure,Indie,RPG",$24.99,$43.98
Outlast,"Overwhelmingly Positive,(30,216),- 96% of the 30,216 user reviews for this game are positive.","Horror,First-Person,Atmospheric,Survival Horror,Gore,Survival,Psychological Horror,Singleplayer,Adventure,Action,Dark,Indie,Stealth,Nudity,Parkour,Difficult,Masterpiece,3D Vision,Walking Simulator,Sci-fi","Action,Adventure,Indie",$19.99,$47.17
Mafia II,"Very Positive,(17,680),- 93% of the 17,680 user reviews for this game are positive.","Action,Open World,Crime,Story Rich,Atmospheric,Singleplayer,Third Person,Third-Person Shooter,Shooter,Great Soundtrack,Adventure,Driving,America,Masterpiece,Classic,Music,Nudity,Multiplayer,Sandbox,3D Vision",Action,$29.99,$84.97
Sally Face,"Overwhelmingly Positive,(1,898),- 96% of the 1,898 user reviews for this game are positive.","Story Rich,Psychological Horror,Adventure,Indie,Horror,Atmospheric,Great Soundtrack,Mystery,2D,Singleplayer,Point & Click,Dark,Puzzle,Gore,Casual,Psychological,Hand-drawn,Sci-fi,Short","Adventure,Indie",$2.99,
Middle-earth™: Shadow of Mordor™,"Very Positive,(34,978),- 91% of the 34,978 user reviews for this game are positive.","Open World,Action,Fantasy,Adventure,Third Person,Stealth,Singleplayer,RPG,Action RPG,Assassin,Gore,Hack and Slash,Parkour,Atmospheric,Story Rich,Magic,Dark Fantasy,Lore-Rich,Based On A Novel,Sandbox",,$19.99,
Age of Wonders III Collection,,,"RPG,Strategy",,$62.06
Bomber Crew,"Very Positive,(3,897),- 87% of the 3,897 user reviews for this game are positive.","World War II,Simulation,Strategy,Management,Singleplayer,Flight,Indie,Difficult,War,Survival,Action,Casual,Rogue-like,3D,Cartoony,Perma Death,Multiplayer","Simulation,Strategy",$14.99,
Depth,"Very Positive,(17,932),- 88% of the 17,932 user reviews for this game are positive.","Action,Multiplayer,Underwater,Gore,Team-Based,Horror,Survival,PvP,Co-op,FPS,Shooter,Hunting,Survival Horror,First-Person,Atmospheric,Exploration,Simulation,Adventure,Indie,Singleplayer","Action,Indie",$19.99,$40.48
METAL GEAR SOLID V: The Definitive Experience,,,"Action,Adventure",$29.99,$1.99
West of Loathing,"Overwhelmingly Positive,(2,971),- 97% of the 2,971 user reviews for this game are positive.","Comedy,RPG,Funny,Adventure,Western,Indie,Singleplayer,Story Rich,Replay Value,Open World,Turn-Based Combat,2D,Memes,Great Soundtrack,Choices Matter,Character Customization,Turn-Based,Point & Click,Action,Psychological Horror","Adventure,Indie,RPG",$10.99,$69.23
Karnage Chronicles,"Very Positive,(278),- 91% of the 278 user reviews for this game are positive.","Early Access,VR,RPG,Early Access,Adventure,Action,Hack and Slash,Action-Adventure,Story Rich,Action RPG,Co-op,Co-op Campaign,Multiplayer","Action,Adventure,RPG,Early Access",$24.99,$59.47
Battlestar Galactica Deadlock,"Mostly Positive,(792),- 79% of the 792 user reviews for this game are positive.","Strategy,Space,Sci-fi,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Singleplayer,Simulation,War,Turn-Based Combat,Multiplayer,Tactical,Replay Value,Atmospheric,Great Soundtrack,4X,Controller,Co-op,Adventure,Action",Strategy,$39.99,$71.95
Tower!3D Pro,"Mixed,(273),- 56% of the 273 user reviews for this game are positive.","Simulation,Flight,Management",Simulation,$49.99,$80.96
Avorion,"Very Positive,(3,383),- 88% of the 3,383 user reviews for this game are positive.","Early Access,Space,Sandbox,Building,Multiplayer,Early Access,Open World,Sci-fi,Action,Simulation,Co-op,Adventure,Indie,Base Building,Space Sim,Survival,Strategy,Singleplayer,Voxel,Crafting","Action,Indie,Simulation,Early Access",$17.99,
EverQuest,"Mostly Positive,(834),- 72% of the 834 user reviews for this game are positive.","Free to Play,Massively Multiplayer,RPG,MMORPG,Fantasy,Classic,Old School,Adventure,Multiplayer,Sandbox,Action","Free to Play,Massively Multiplayer,RPG",Free to Play,
Void Bastards - DeLUXe Bundle,,,"Action,Strategy",,$34.98
Dungeons 3,"Very Positive,(6,596),- 94% of the 6,596 user reviews for this game are positive.","Strategy,RTS,Villain Protagonist,Fantasy,Simulation,Comedy,Management,Base Building,Economy,RPG,Multiplayer,Co-op,Funny,Dungeon Crawler,Female Protagonist,Dark Humor,God Game","Simulation,Strategy",$39.99,$118.25
100% Orange Juice,"Very Positive,(7,014),- 94% of the 7,014 user reviews for this game are positive.","Anime,Board Game,Cute,Multiplayer,Card Game,Strategy,Turn-Based,Casual,Indie,Great Soundtrack,Funny,Co-op,Female Protagonist,Difficult,Singleplayer,Memes,Family Friendly,2D,Comedy,Survival Horror","Indie,Strategy",$6.99,$323.46
Kagura Bundle,,,"Adventure,Indie,RPG,Simulation",$264.82,$231.57
Metro: Last Light Redux,"Very Positive,(24,840),- 80% of the 24,840 user reviews for this game are positive.","Post-apocalyptic,Atmospheric,FPS,Action,Story Rich,Horror,First-Person,Singleplayer,Shooter,Stealth,Survival,Based On A Novel,Adventure,Survival Horror,Remake,Masterpiece,Sci-fi,Nudity,Difficult,Multiplayer",Action,$19.99,$29.98
GRIS,"Overwhelmingly Positive,(6,256),- 95% of the 6,256 user reviews for this game are positive.","Beautiful,Atmospheric,Great Soundtrack,Indie,Female Protagonist,Adventure,Hand-drawn,2D,Singleplayer,Platformer,Relaxing,Story Rich,Surreal,Puzzle,Colorful,Puzzle-Platformer,Anime,Casual,Exploration,Walking Simulator","Adventure,Indie",$16.99,
Star Control®: Origins,"Mixed,(925),- 68% of the 925 user reviews for this game are positive.","Adventure,Space,Exploration,RPG,Sci-fi,Indie,Action,Multiplayer,Singleplayer,Simulation,Open World,Strategy,Aliens,Moddable,Action-Adventure,Futuristic,Atmospheric,Sandbox,Competitive,Casual","Action,Adventure,Indie,RPG,Simulation",$29.99,$49.77
F1® 2019 Anniversary Edition,,"Racing,Simulation,Sports,Multiplayer,Driving","Racing,Simulation,Sports",$59.99,
Spiral Knights,"Very Positive,(18,993),- 83% of the 18,993 user reviews for this game are positive.","Free to Play,Massively Multiplayer,RPG,Adventure,Action,Multiplayer,Online Co-Op,Dungeon Crawler,Hack and Slash,MMORPG,Co-op,Cute,Great Soundtrack,Action RPG,Sci-fi,Open World,Casual,Singleplayer,Indie,Anime","Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG",Free to Play,
Quiplash,"Very Positive,(300),- 88% of the 300 user reviews for this game are positive.","Casual,Multiplayer,Comedy,Co-op,Indie,Strategy,Family Friendly,Local Multiplayer,Funny","Casual,Indie,Strategy",$9.99,
South Park™: The Stick of Truth™,"Overwhelmingly Positive,(27,039),- 97% of the 27,039 user reviews for this game are positive.","RPG,Comedy,Adventure,Funny,Turn-Based,Dark Humor,Singleplayer,Action,Mature,2D,Satire,Nudity,Masterpiece,Cartoon,Open World,Story Rich,Fantasy,Epic,Turn-Based Strategy,Zombies","Action,Adventure,RPG",$29.99,$80.98
Heroes of Hammerwatch,"Mostly Positive,(1,541),- 79% of the 1,541 user reviews for this game are positive.","Rogue-lite,RPG,Co-op,Dungeon Crawler,Multiplayer,Indie,Pixel Graphics,Rogue-like,Action,Online Co-Op,2D,Adventure,Procedural Generation,Top-Down,Singleplayer,Hack and Slash,Fantasy,Bullet Hell,Local Co-Op","Action,Indie,RPG",$11.99,
Rescue HQ - The Tycoon,"Mostly Positive,(131),- 71% of the 131 user reviews for this game are positive.","Simulation,Management,Casual,Strategy,Indie,Building,Singleplayer,Replay Value,Family Friendly,Sandbox,Tactical,Funny,Cartoony,Retro,Classic,Story Rich,Isometric,City Builder,Comedy,Relaxing","Casual,Indie,Simulation,Strategy",$29.99,
Nimbatus - The Space Drone Constructor,"Very Positive,(310),- 80% of the 310 user reviews for this game are positive.","Early Access,Space,Sandbox,Indie,Simulation,Building,Survival,Open World,Action,Early Access,Procedural Generation,Space Sim,Sci-fi,Exploration,Crafting,Adventure,Physics,2D,Singleplayer,Atmospheric","Action,Indie,Simulation,Early Access",$19.99,
Granny Simulator,"Very Positive,(110),- 81% of the 110 user reviews for this game are positive.","Early Access,Violent,Simulation,Indie,Early Access,Casual,Funny,Comedy,Multiplayer,Horror","Casual,Indie,Simulation,Early Access",$4.99,
Goat Simulator,"Very Positive,(38,431),- 88% of the 38,431 user reviews for this game are positive.","Simulation,Funny,Comedy,Open World,Sandbox,Physics,Indie,Action,Singleplayer,Casual,Destruction,Third Person,Co-op,Exploration,Moddable,Local Multiplayer,Local Co-Op,Memes,Family Friendly,MMORPG","Casual,Indie,Simulation",$9.99,$27.85
The Witness,"Very Positive,(6,163),- 84% of the 6,163 user reviews for this game are positive.","Puzzle,Exploration,First-Person,Open World,Singleplayer,Colorful,Atmospheric,Indie,Adventure,Difficult,Walking Simulator,Mystery,Nonlinear,Relaxing,Casual,Surreal,Great Soundtrack,Philisophical,Story Rich,Sandbox","Adventure,Indie",$39.99,$43.98
Tilt Brush,"Very Positive,(325),- 93% of the 325 user reviews for this software are positive.","Design & Illustration,VR,Hand-drawn,Singleplayer,Casual",Design & Illustration,$19.99,
We Need To Go Deeper,"Very Positive,(1,458),- 84% of the 1,458 user reviews for this game are positive.","Early Access,Co-op,Underwater,Early Access,Action,Indie,Multiplayer,Simulation,Steampunk,Hand-drawn,Submarine,Rogue-like,Team-Based,Adventure,Rogue-lite,Sci-fi,Exploration,Lovecraftian,2D,PvE","Action,Indie,Simulation,Early Access",$9.99,
Contractors,"Very Positive,(643),- 83% of the 643 user reviews for this game are positive.","Early Access,Early Access,Action,VR,Violent,Indie,Casual,FPS","Action,Casual,Indie,Early Access",$19.99,
"Warhammer 40,000: Gladius Complete Edition",,,Strategy,$84.93,$66.73
FINAL FANTASY IX,"Very Positive,(3,690),- 92% of the 3,690 user reviews for this game are positive.","JRPG,Great Soundtrack,Story Rich,Fantasy,Classic,RPG,Singleplayer,Turn-Based Combat,Adventure,Atmospheric,Turn-Based,Open World,Party-Based RPG,Funny,Masterpiece,Steampunk,Cult Classic,Anime,Exploration,Medieval",RPG,$20.99,
Surviving Mars: Green Planet Plus,,,"Simulation,Strategy",,$23.90
Moonlighter,"Mostly Positive,(3,371),- 77% of the 3,371 user reviews for this game are positive.","Pixel Graphics,Rogue-like,Adventure,RPG,Indie,Rogue-lite,Dungeon Crawler,Action,Management,Singleplayer,2D,Action RPG,Great Soundtrack,Capitalism,Procedural Generation,Story Rich,Top-Down,Retro,Simulation,Multiplayer","Action,Adventure,Indie",$19.99,
Rome: Total War™ - Collection,"Very Positive,(6,356),- 93% of the 6,356 user reviews for this game are positive.","Strategy,Historical,Rome,Turn-Based Strategy,RTS,Grand Strategy,Classic,Tactical,Masterpiece,War,Great Soundtrack,Multiplayer,Singleplayer,Turn-Based,Moddable,Real Time Tactics,Action,Atmospheric,4X,Simulation",Strategy,$12.99,
FINAL FANTASY® XIII,"Mostly Positive,(7,758),- 71% of the 7,758 user reviews for this game are positive.","JRPG,RPG,Linear,Female Protagonist,Great Soundtrack,Singleplayer,Fantasy,Story Rich,Adventure,Cinematic,Sci-fi,Action,Third Person,Atmospheric,Turn-Based Combat,Action RPG,Futuristic,Masterpiece,Turn-Based,Strategy",RPG,$15.99,
